scraping_round,region,name,price,number_of_ratings,average_rating
20,Toscana,Tenuta San Giovanni Valdisanti 2015,22.95,667,4.2
20,Toscana,Chianti Classico Riserva 2017,22.95,108,4.0
20,Toscana,Ad Astra Maremma Toscana 2017,22.95,182,3.9
20,Toscana,Belnero (Proprietor's Reserve) 2015,22.99,615,3.9
20,Toscana,Aurelio Maremma Toscana 2016,23.31,450,3.9
20,Toscana,Le Volte 2016,23.5,8448,3.9
20,Toscana,Bolgheri Rosso 2019,23.5,455,4.2
20,Toscana,Antica Chiusina Vino Nobile di Montepulciano 2016,23.5,26,4.0
20,Toscana,Vino Nobile di Montepulciano 2018,23.5,54,3.9
20,Toscana,Berardenga Chianti Classico Riserva 2017,23.5,108,3.8
20,Toscana,Poggio a'Frati Chianti Classico Riserva 2015,23.55,127,3.8
20,Toscana,Rosso di Montalcino 2018,23.6,382,4.0
20,Toscana,Le Difese 2018,23.75,2889,3.8
20,Toscana,Passi di Orma Bolgheri 2018,23.9,229,4.0
20,Toscana,Brunello di Montalcino 2016,23.9,166,4.2
20,Toscana,Crognolo Toscana 2018,23.9,500,3.9
20,Toscana,Brunello di Montalcino 2015,23.9,141,3.9
20,Toscana,Toscana Dogajolo Rosso 2018,23.95,3544,3.7
20,Toscana,Brunello di Montalcino 2014,23.95,3060,4.0
20,Toscana,Chianti Classico Gran Selezione 2015,23.95,238,4.1
20,Toscana,Chianti Classico Riserva 2014,23.95,107,4.0
20,Toscana,Quona Chianti Rùfina Riserva 2016,23.99,234,4.0
20,Toscana,Vino Nobile di Montepulciano Riserva 2016,23.99,1068,3.9
20,Toscana,Palistorti Colline Lucchesi 2018,24.2,88,4.1
20,Toscana,Rosso di Montalcino 2018,24.25,362,3.7
20,Toscana,San Pio 2016,24.4,250,4.0
20,Toscana,Soffocone di Vincigliata Toscana 2018,24.5,83,3.7
20,Toscana,Soffocone di Vincigliata Toscana 2018,24.5,83,3.7
20,Toscana,Brunello di Montalcino 2016,24.5,118,4.2
20,Toscana,Vino Nobile di Montepulciano Riserva 2017,24.53,35,3.7
20,Toscana,Guadipiani 2012,24.66,26,4.0
20,Toscana,Chianti Rùfina Riserva del Don 2015,24.9,33,3.9
20,Toscana,Rosso di Montalcino 2019,24.9,294,3.9
20,Toscana,Chianti Classico Riserva 2016,24.9,53,3.9
20,Toscana,Vino Nobile di Montepulciano 2016,24.95,2750,3.9
20,Toscana,Berardenga Chianti Classico 2016,24.95,2461,3.8
20,Toscana,Rosso di Montalcino 2019,24.95,25,3.8
20,Toscana,Vino Nobile di Montepulciano 2016,24.95,182,3.6
20,Toscana,Kepos 2017,24.95,130,3.7
20,Toscana,Chianti Classico 2016,24.95,578,3.9
20,Toscana,Quona Chianti Rùfina Riserva 2015,24.99,423,4.2
20,Toscana,Chianti Classico Riserva 2016,24.99,175,3.7
20,Toscana,Brolio Chianti Classico Riserva 2017,24.99,113,3.9
20,Toscana,Amore e Follia 2018,25.0,74,4.2
20,Toscana,Podereadua Syrah 2016,25.0,46,3.8
20,Toscana,Sapaio Bolgheri Volpolo 2018,25.0,421,4.1
20,Toscana,Ribaldoni Chianti Classico 2016,25.24,86,4.1
20,Toscana,Il Rospo 2018,25.5,162,3.9
20,Toscana,Toscana Torrione 2018,25.5,141,3.9
20,Toscana,Irrosso 2016,25.8,700,3.8
20,Toscana,Toscana Black 2017,25.9,29,4.0
20,Toscana,Sangiovese 2018,25.9,28,3.7
20,Toscana,Syrah 2018,25.9,45,3.8
20,Toscana,Crognolo Toscana 2012,25.95,1054,3.9
20,Toscana,Bolgheri Rosso 2018,25.95,1675,4.0
20,Toscana,Brunello di Montalcino 2015,26.05,618,4.1
20,Toscana,Poggio Miniera Rosso 2012,26.5,99,4.3
20,Toscana,La Pace Black Label 2015,26.6,77,3.9
20,Toscana,Gaudio Chianti Classico Gran Selezione 2015,26.73,34,4.2
20,Toscana,Rosso di Montalcino 2017,26.75,306,3.9
20,Toscana,Chianti Classico Riserva 2016,26.9,175,4.0
20,Toscana,Chianti Classico Riserva 2018,26.9,122,4.0
20,Toscana,Philip 2017,26.9,43,4.1
20,Toscana,Rosso di Montalcino Ginestreto 2018,26.9,73,3.9
20,Toscana,Filetta di Lamole Chianti Classico 2017,26.9,161,3.9
20,Toscana,Il Grigio Chianti Classico Gran Selezione 2016,26.9,166,4.1
20,Toscana,Rosso di Montalcino 2018,26.95,88,4.1
20,Toscana,Le Difese 2019,26.95,617,4.0
20,Toscana,Veneroso 2015,26.95,352,3.8
20,Toscana,Chianti Classico Riserva 2016,27.18,66,4.0
20,Toscana,Le Redini 2015,27.49,160,4.0
20,Toscana,Sangiovese Toscana Polissena 2017,27.5,194,3.8
20,Toscana,Chianti Classico Riserva 2016,27.5,157,3.8
20,Toscana,Gauggiole Rosso di Montalcino 2018,27.5,61,4.2
20,Toscana,Lucente 2010,27.73,1080,3.8
20,Toscana,Alicante 2017,27.9,196,3.9
20,Toscana,Rosso di Montalcino 2018,27.95,33,3.9
20,Toscana,Rosso di Montalcino 2018,27.95,540,3.9
20,Toscana,Campo di Sasso Insoglio del Cinghiale 2018,27.95,2192,4.0
20,Toscana,Vigna del Capannino Gran Selezione Chianti Classico 2016,27.99,162,4.1
20,Toscana,Agostino Petri Chianti Classico Riserva 2017,27.99,441,4.1
20,Toscana,Madrechiesa Morellino di Scansano Riserva 2016,28.2,28,4.2
20,Toscana,Mandrone di Lohsa Maremma Toscana Rosso 2018,28.5,37,4.2
20,Toscana,Rosso di Montalcino Ginestreto 2017,28.5,116,4.0
20,Toscana,Chianti Classico Gran Selezione 2015,28.5,32,4.1
20,Toscana,Chianti Classico Riserva 2018,28.5,146,4.2
20,Toscana,Chianti Classico Riserva 2017,28.51,72,4.2
20,Toscana,Brunello di Montalcino 2016,28.9,459,4.1
20,Toscana,Rosso 2016,28.95,109,4.2
20,Toscana,Maronea Bolgheri (Superiore) 2016,28.95,31,4.4
20,Toscana,Sogni e Follia Rosso di Montalcino 2016,28.95,319,4.0
20,Toscana,Brunello di Montalcino 2016,28.95,271,4.4
20,Toscana,Brunello di Montalcino 2014,28.95,132,3.9
20,Toscana,Sogni e Follia Rosso di Montalcino 2015,29.0,512,4.0
20,Toscana,Tenuta San Giovanni Valdisanti 2016,29.35,203,4.3
20,Toscana,Brunello di Montalcino 2016,29.5,258,4.2
20,Toscana,Sasso Bucato 2017,29.5,143,4.3
20,Toscana,Legit Cabernet Sauvignon 2016,29.6,726,4.0
20,Toscana,O'Lillo! Rosso 2016,29.9,727,3.8
20,Toscana,Tassinaia 2016,29.9,205,4.1
20,Toscana,Casanuova di Nittardi Chianti Classico 2017,29.95,420,3.8
20,Toscana,Toscana Torrione 2016,29.95,431,3.8
20,Toscana,Casanuova di Nittardi Chianti Classico 2015,29.95,450,3.8
20,Toscana,Chianti Classico Gran Selezione 2017,29.95,352,4.2
20,Toscana,Prunaio Chianti Classico Gran Selezione 2015,29.95,267,4.2
20,Toscana,Casanuova di Nittardi Chianti Classico 2016,29.95,453,3.9
20,Toscana,Aria di Caiarossa 2015,29.95,317,4.1
20,Toscana,Poldo Vino Nobile di Montepulciano 2015,29.95,96,4.3
20,Toscana,Perlato del Bosco 2017,30.0,196,3.8
20,Toscana,Perlato del Bosco 2016,30.0,249,3.9
20,Toscana,Brunello di Montalcino 2016,30.5,37,4.3
20,Toscana,Chianti Classico Riserva Novecento 2017,30.5,138,4.2
20,Toscana,Brunello di Montalcino 2016,30.9,74,4.1
20,Toscana,Avvoltore 2016,30.9,67,4.2
20,Toscana,Barbaspinosa Monteregio di Massa Marittima 2015,30.95,66,3.9
20,Toscana,Pinot Nero 2015,31.3,29,4.0
20,Toscana,Chianti Classico Riserva 2015,31.3,681,4.1
20,Toscana,Rosso di Montalcino 2017,31.5,213,4.0
20,Toscana,La Pevera Toscana 2016,31.5,80,4.4
20,Toscana,Brunello di Montalcino 2016,31.9,155,4.2
20,Toscana,Chianti Classico 2018,31.95,734,3.9
20,Toscana,Al Passo Toscana 2016,32.1,1074,4.0
20,Toscana,Settecento Vino Nobile di Montepulciano 2015,32.5,63,3.9
20,Toscana,Campogiovanni Brunello di Montalcino 2016,32.5,111,4.4
20,Toscana,Campo di Sasso Insoglio del Cinghiale 2019,32.67,1090,4.1
20,Toscana,Vigorello 2008,32.8,286,4.0
20,Toscana,Brunello di Montalcino 2016,32.9,32,4.2
