scraping_round,region,name,price,number_of_ratings,average_rating
20,Bordeaux,Bordeaux Rouge 2015,6.95,111,3.4
20,Bordeaux,Bordeaux Supérieur 2017,7.49,37,3.5
20,Bordeaux,Bordeaux Rouge 2012,7.95,400,3.3
20,Bordeaux,Graves 2016,7.95,234,3.8
20,Bordeaux,Blaye Côtes de Bordeaux 2018,7.95,254,3.9
20,Bordeaux,Château Tertre de Courban Bordeaux 2015,7.95,92,3.8
20,Bordeaux,Bordeaux 2015,8.49,618,3.2
20,Bordeaux,Bordeaux 2018,8.5,143,3.2
20,Bordeaux,Château Armurey Bordeaux 2018,8.5,92,3.3
20,Bordeaux,Bordeaux 2018,8.75,41,3.6
20,Bordeaux,Blaye - Côtes de Bordeaux 2018,8.95,365,3.8
20,Bordeaux,Blaye - Côtes de Bordeaux 2019,8.95,187,3.7
20,Bordeaux,Blaye - Côtes de Bordeaux 2018,8.95,582,4.0
20,Bordeaux,Côtes de Bourg 2019,8.95,209,3.7
20,Bordeaux,Bordeaux Supérieur 2017,9.4,55,3.5
20,Bordeaux,Bordeaux 2016,9.5,221,3.2
20,Bordeaux,Bordeaux Rouge 2019,9.63,44,3.3
20,Bordeaux,Les Abeilles Bordeaux 2018,9.65,49,3.6
20,Bordeaux,Bordeaux 2018,9.66,646,3.6
20,Bordeaux,Bordeaux 2018,9.9,372,3.7
20,Bordeaux,Caduce 2015,9.95,85,3.5
20,Bordeaux,Médoc 2015,9.95,33,3.6
20,Bordeaux,Bordeaux 2018,9.95,233,3.7
20,Bordeaux,Bordeaux 2017,9.95,26,3.8
20,Bordeaux,Blaye - Côtes de Bordeaux 2018,9.95,114,4.0
20,Bordeaux,Bordeaux 2016,9.95,41,3.8
20,Bordeaux,Cuvée Crème de Fûts Bordeaux Supérieur 2018,9.95,59,3.7
20,Bordeaux,Médoc 2015,9.95,62,3.6
20,Bordeaux,Bordeaux Supérieur (Premium) 2018,9.99,92,3.7
20,Bordeaux,Bordeaux Rouge 2019,9.99,398,3.5
20,Bordeaux,Sélection Vieilles Vignes Bordeaux 2015,10.2,96,3.5
20,Bordeaux,Tradition Bordeaux Supérieur 2016,10.3,150,3.7
20,Bordeaux,Bordeaux Supérieur 2018,10.44,90,3.7
20,Bordeaux,Bordeaux Supérieur 2014,10.5,108,3.7
20,Bordeaux,1562 Bordeaux Supérieur 2018,10.9,379,3.9
20,Bordeaux,Côtes de Bourg 2017,10.95,69,3.8
20,Bordeaux,Puisseguin Saint-Émilion 2018,10.95,41,3.7
20,Bordeaux,La Beliérè Bordeaux Rouge 2019,10.99,42,3.5
20,Bordeaux,Château les Violettes Blaye - Côtes de Bordeaux 2016,10.99,41,3.8
20,Bordeaux,Bordeaux Supérieur 2019,11.0,130,3.8
20,Bordeaux,Bordeaux Supérieur 2018,11.25,158,4.0
20,Bordeaux,Médoc 2015,11.5,139,3.3
20,Bordeaux,Bordeaux Supérieur 2015,11.5,74,3.6
20,Bordeaux,Haut-Médoc 2016,11.5,129,3.6
20,Bordeaux,Bordeaux Supérieur 2016,11.5,73,3.4
20,Bordeaux,Ronan by Clinet Bordeaux 2016,11.5,388,3.6
20,Bordeaux,Médoc 2018,11.5,64,3.8
20,Bordeaux,Bordeaux Rouge 2018,11.6,71,3.7
20,Bordeaux,Légende (R) Bordeaux Rouge 2018,11.9,363,3.7
20,Bordeaux,Les Hauts de Pez Saint-Estèphe 2014,11.95,237,3.7
20,Bordeaux,Caractère 2016,11.95,280,3.7
20,Bordeaux,Côtes de Bourg 2006,11.95,57,3.3
20,Bordeaux,Blaye - Côtes de Bordeaux 2018,11.95,86,4.2
20,Bordeaux,Ronan by Clinet Bordeaux 2015,11.95,1206,3.7
20,Bordeaux,Bordeaux Supérieur 2017,11.95,822,3.7
20,Bordeaux,Selection Maracan Bordeaux Supérieur 2015,12.0,102,3.7
20,Bordeaux,Castillon - Côtes de Bordeaux 2013,12.45,351,3.5
20,Bordeaux,Castillon - Côtes de Bordeaux 2015,12.45,1259,3.7
20,Bordeaux,Réserve Médoc 2018,12.5,36,3.7
20,Bordeaux,Rouge (Merlot - Cabernet Sauvignon) 2015,12.5,605,3.7
20,Bordeaux,Château la Roque de By 2018,12.5,27,4.3
20,Bordeaux,Haut-Médoc Giscours 2014,12.5,855,3.7
20,Bordeaux,Réserve Médoc 2017,12.5,51,3.7
20,Bordeaux,Le Petit Champ Bordeaux 2019,12.5,34,3.6
20,Bordeaux,Bordeaux Supérieur 2016,12.5,46,3.6
20,Bordeaux,La Petite Lune 2017,12.56,53,3.5
20,Bordeaux,Gaïa Côtes de Bourg 2016,12.75,109,3.5
20,Bordeaux,Médoc 2016,12.9,323,4.0
20,Bordeaux,Graves 2018,12.95,88,3.9
20,Bordeaux,Haut-Médoc 2014,12.95,101,4.1
20,Bordeaux,Listrac-Médoc 2012,12.95,118,3.3
20,Bordeaux,Muse Bordeaux Supérieur 2018,12.95,248,3.8
20,Bordeaux,Médoc 2018,12.95,159,4.0
20,Bordeaux,Montagne-Saint-Émilion 2016,12.95,60,3.7
20,Bordeaux,No. 1 Bordeaux 2018,12.95,82,3.9
20,Bordeaux,Côtes de Bourg 2018,12.99,30,3.3
20,Bordeaux,Château Lion Noir Cosyns 2018,12.99,60,3.7
20,Bordeaux,Cadillac Côtes de Bordeaux 2015,13.25,97,3.7
20,Bordeaux,Haut-Médoc 2018,13.5,138,3.9
20,Bordeaux,Haut-Médoc 2016,13.5,86,3.6
20,Bordeaux,Merlot - Cabernet 2016,13.5,308,3.7
20,Bordeaux,Cuvée Prestige Blaye - Côtes de Bordeaux Rouge 2018,13.5,68,3.8
20,Bordeaux,Graves 2015,13.75,254,3.7
20,Bordeaux,Haut-Médoc 2018,13.88,25,3.9
20,Bordeaux,Cuvée Elégance Puisseguin-Saint-Émilion 2017,13.95,60,3.6
20,Bordeaux,Château Moulin de Bel-Air Médoc 2014,13.95,102,3.7
20,Bordeaux,L'Excellium Bordeaux Supérieur 2016,13.95,26,3.6
20,Bordeaux,Château La Braulterie de Peyraud Blaye - Côtes de Bordeaux 2016,13.95,70,4.1
20,Bordeaux,Côtes de Bourg 2019,13.95,36,3.7
20,Bordeaux,Puisseguin Saint-Émilion 2014,14.25,45,4.0
20,Bordeaux,Médoc 2014,14.5,585,3.5
20,Bordeaux,Saint-Émilion 2014,14.5,45,3.5
20,Bordeaux,Reserve Tradition Bordeaux Supérieur 2016,14.5,27,4.0
20,Bordeaux,Expression de Château Grand Bourdieu Graves Rouge 2016,14.58,31,3.6
20,Bordeaux,Bordeaux Supérieur 2014,14.75,73,3.3
20,Bordeaux,Château Les Tuileries Médoc 2015,14.75,60,3.8
20,Bordeaux,Jade de Fleur de Lisse Bordeaux 2018,14.95,119,3.3
20,Bordeaux,Les Terres Rouges Fronsac 2018,14.95,66,4.2
20,Bordeaux,Château Petit Bois Lussac-Saint-Émilion 2015,14.95,164,3.8
20,Bordeaux,Les Argileuses 2019,14.95,45,4.2
20,Bordeaux,Cuvée Tradition Fronsac 2018,14.95,105,4.1
20,Bordeaux,No. 1 2015,14.95,256,3.9
20,Bordeaux,Saint-Georges Saint-Émilion 2015,14.95,502,3.9
20,Bordeaux,Médoc 2017,14.95,62,4.0
20,Bordeaux,Blaye Côtes de Bordeaux 2016,14.95,163,4.1
20,Bordeaux,Lalande de Pomerol 2018,14.95,38,3.8
20,Bordeaux,Montagne-Saint-Émilion 2016,14.99,102,3.9
20,Bordeaux,Canon-Fronsac 2016,15.5,228,4.0
20,Bordeaux,Haut-Médoc 2016,15.5,226,3.8
20,Bordeaux,Castillon Côtes de Bordeaux 2013,15.5,40,3.7
20,Bordeaux,Haut-Médoc 2016,15.66,534,4.0
20,Bordeaux,Saint-Émilion 2016,15.8,150,4.1
20,Bordeaux,Côtes de Bourg 2017,15.84,106,3.9
20,Bordeaux,Haut-Médoc 2015,15.9,85,3.6
20,Bordeaux,Cuvée Albert Duran Graves 2015,15.95,30,3.9
20,Bordeaux,Lussac-Saint-Émilion 2016,15.95,81,3.7
20,Bordeaux,Castillon - Côtes de Bordeaux 2011,15.95,709,3.4
20,Bordeaux,Lussac-Saint-Émilion 2018,15.95,25,3.8
20,Bordeaux,Castillon Côtes de Bordeaux 2015,15.95,124,3.8
20,Bordeaux,Plaisir de Siaurac Lalande-de-Pomerol 2016,15.99,405,3.8
20,Bordeaux,Plaisir de Siaurac Lalande-de-Pomerol 2014,15.99,459,3.7
20,Bordeaux,Médoc 2018,16.0,101,3.9
20,Bordeaux,Médoc 2017,16.0,105,3.7
20,Bordeaux,Médoc 2016,16.3,353,3.6
20,Bordeaux,Montagne-Saint-Émilion 2015,16.5,282,3.6
20,Bordeaux,Château La Croix des Moines Lalande-de-Pomerol 2018,16.5,102,4.1
20,Bordeaux,Clos Le Brégnet Saint-Emilion 2014,16.5,35,3.6
20,Bordeaux,Saint-Émilion Grand Cru 2018,16.5,104,4.1
20,Bordeaux,Château Les Tuileries Médoc 2016,16.65,75,4.1
20,Bordeaux,Listrac-Médoc 2016,16.9,129,4.0
20,Bordeaux,Réserve Médoc 2016,16.9,1339,3.7
20,Bordeaux,Haut-Médoc 2018,16.95,79,4.0
20,Bordeaux,Montagne-Saint-Émilion 2017,16.95,28,4.1
20,Bordeaux,Listrac-Médoc 2015,16.95,333,3.8
20,Bordeaux,Francs - Côtes de Bordeaux 2013,16.95,231,3.6
20,Bordeaux,Moulis-en-Médoc 2010,17.5,79,3.5
20,Bordeaux,Haut-Médoc 2017,17.5,46,4.3
20,Bordeaux,Cuvée Prestige Bordeaux Supérieur 2018,17.5,53,4.3
20,Bordeaux,Médoc 2014,17.5,759,3.7
20,Bordeaux,Clos Margalaine Margaux 2011,17.55,88,3.7
20,Bordeaux,Légende (R) Médoc 2017,17.7,134,3.7
20,Bordeaux,Puisseguin Saint-Émilion 2016,17.95,231,3.8
20,Bordeaux,Saint-Émilion Grand Cru 2018,17.95,181,4.2
20,Bordeaux,Médoc 2012,17.95,1217,3.7
20,Bordeaux,Fronsac 2015,18.0,64,3.8
20,Bordeaux,Haut-Médoc 2016,18.0,343,3.7
20,Bordeaux,Château Grand Moulin Montagne Saint-Émilion 2015,18.0,216,3.8
20,Bordeaux,Les Cailloux Bordeaux Supérieur 2016,18.25,42,4.1
20,Bordeaux,Lussac-Saint-Émilion 2015,18.25,159,3.9
20,Bordeaux,Saint-Émilion Grand Cru 2016,18.41,485,4.0
20,Bordeaux,Médoc 2016,18.45,63,4.0
20,Bordeaux,Lalande-de-Pomerol 2015,18.5,117,4.1
20,Bordeaux,Médoc 2016,18.6,618,3.9
20,Bordeaux,Les Tours de Beaumont Haut-Médoc 2016,18.7,106,3.8
20,Bordeaux,Médoc 2015,18.75,1091,3.8
20,Bordeaux,Listrac-Médoc 2014,18.75,289,3.9
20,Bordeaux,Médoc 2014,18.9,149,3.7
20,Bordeaux,Réserve Saint-Émilion 2017,18.9,474,3.9
20,Bordeaux,Saint-Émilion Grand Cru 2016,18.95,84,4.1
20,Bordeaux,Cuvée Initiale Bordeaux 2015,18.95,46,3.7
20,Bordeaux,Chateau du Mignon Saint-Émilion Grand Cru 2015,18.95,72,3.5
20,Bordeaux,Saint-Estèphe 2015,18.95,244,3.8
20,Bordeaux,Saint-Estèphe 2013,18.95,687,4.0
20,Bordeaux,Réserve Graves Rouge 2017,19.1,224,3.9
20,Bordeaux,Lussac-Saint-Émilion Cuvée Jean-Baptiste 2015,19.45,98,3.9
20,Bordeaux,Médoc 2016,19.5,1628,3.8
20,Bordeaux,La Bergeronnette Cabernet Franc 2016,19.75,73,3.8
20,Bordeaux,Le Versant 2019,19.95,233,4.3
20,Bordeaux,Grande Réserve Bordeaux Supérieur 2014,19.95,43,3.7
20,Bordeaux,Cuvée Les Douves Haut-Médoc 2005,19.95,188,3.9
20,Bordeaux,Marquis de Bellefont Saint-Émilion Grand Cru 2015,19.95,161,4.2
20,Bordeaux,Château Tour de Laroze Margaux 2012,19.95,183,4.0
20,Bordeaux,Cuvée Pervenche Castillon - Côtes de Bordeaux 2017,19.95,54,4.1
20,Bordeaux,Cuvée Prestige Graves Rouge 2016,19.95,67,4.1
20,Bordeaux,La Fleur Lussac-Saint-Émilion 2015,19.95,161,4.2
20,Bordeaux,La Dame Sainte-Radegonde 2015,19.95,87,3.9
20,Bordeaux,Lussac-Saint-Émilion 2014,19.95,61,3.7
20,Bordeaux,Bordeaux Supérieur 2016,19.95,402,4.0
20,Bordeaux,Saint-Émilion Grand Cru 2018,19.95,48,4.3
20,Bordeaux,Lalande-de-Pomerol 2012,19.95,122,4.0
20,Bordeaux,Saint-Émilion Grand Cru 2016,19.95,153,3.9
20,Bordeaux,Saint-Émilion Grand Cru 2015,19.95,145,4.1
20,Bordeaux,Sainte-Radegonde 2015,19.95,665,4.0
20,Bordeaux,Pavillon du Glana Saint-Julien 2015,19.95,276,3.9
20,Bordeaux,Bordeaux Supérieur 2017,19.95,266,3.7
20,Bordeaux,Château la Pensée Lalande de Pomerol 2018,19.95,35,3.9
20,Bordeaux,Bordeaux 2015,19.95,4200,3.7
20,Bordeaux,Saint-Émilion Grand Cru 2015,19.95,398,4.2
20,Bordeaux,Lalande de Pomerol 2015,19.95,47,3.7
20,Bordeaux,Médoc 2016,19.98,116,3.7
20,Bordeaux,Saint-Émilion Grand Cru 2017,19.99,86,4.0
20,Bordeaux,Pessac-Léognan 2006,20.05,64,3.8
20,Bordeaux,Lalande-de-Pomerol 2016,20.25,405,3.7
20,Bordeaux,Château la Pensée Lalande de Pomerol 2016,20.25,124,3.7
20,Bordeaux,Saint-Émilion Grand Cru 2016,20.26,181,4.0
20,Bordeaux,Puisseguin-Saint-Émilion 2016,20.7,249,4.0
20,Bordeaux,Pomerol 2013,20.75,116,4.0
20,Bordeaux,Saint-Émilion Grand Cru 2018,20.93,71,3.9
20,Bordeaux,Grande Réserve Médoc 2017,20.95,108,4.1
20,Bordeaux,Les Allées de Cantemerle Haut-Médoc 2016,20.95,218,3.9
20,Bordeaux,Madame de Beaucaillou Haut-Médoc 2018,20.95,27,3.9
20,Bordeaux,Haut-Médoc 2016,20.95,895,3.7
20,Bordeaux,Médoc 2015,21.0,203,3.6
20,Bordeaux,Coté Pontoise Cabarrus 2009,21.0,129,3.8
20,Bordeaux,Saint-Émilion Grand Cru 2014,21.0,46,4.2
20,Bordeaux,Médoc 2002,21.1,99,3.8
20,Bordeaux,Cadillac Côtes de Bordeaux 2012,21.25,131,4.0
20,Bordeaux,Lalande de Pomerol 2016,21.5,97,4.1
20,Bordeaux,Francs - Côtes de Bordeaux 2016,21.6,843,3.8
20,Bordeaux,Lalande-de-Pomerol 2015,21.75,1056,3.9
20,Bordeaux,Les Hauts de la Gaffelière Saint-Émilion 2017,21.8,225,3.8
20,Bordeaux,Saint-Émilion Grand Cru 2012,21.85,212,3.8
20,Bordeaux,Pauillac 2016,21.95,88,4.0
20,Bordeaux,Pomerol 2015,21.95,201,4.1
20,Bordeaux,Saint-Émilion Grand Cru 2016,21.99,180,4.0
20,Bordeaux,Bordeaux Supérieur 2013,22.25,496,3.5
20,Bordeaux,Moulis-en-Médoc 2015,22.5,428,3.8
20,Bordeaux,Moulis-en-Médoc 2016,22.5,336,3.9
20,Bordeaux,Pessac-Léognan 2018,22.5,101,3.8
20,Bordeaux,Pessac-Léognan 2011,22.5,162,3.6
20,Bordeaux,Médoc 2016,22.75,364,3.7
20,Bordeaux,Chateau La Fleur Penin Saint-Émilion Grand Cru 2018,22.9,29,4.0
20,Bordeaux,Médoc Baron Henri 2016,22.9,126,4.0
20,Bordeaux,Saint-Estèphe 2014,22.95,608,4.1
20,Bordeaux,Haut-Médoc 2015,22.95,894,3.7
20,Bordeaux,Fronsac 2017,22.95,233,4.0
20,Bordeaux,Château Côtes de Rol Saint-Émilion Grand Cru 2004,22.95,26,3.9
20,Bordeaux,La Chapelle de Meyney Saint-Estèphe 2015,22.95,99,4.0
20,Bordeaux,Saint-Julien 2015,22.95,452,4.0
20,Bordeaux,Lalande-de-Pomerol 2018,22.95,144,4.1
20,Bordeaux,Saint-Émilion Grand Cru 2016,22.99,450,4.3
20,Bordeaux,Haut-Médoc 2008,22.99,916,3.7
20,Bordeaux,Margaux 2012,23.0,919,4.2
20,Bordeaux,Château La Croix Saint-Estèphe 2012,23.25,325,4.0
20,Bordeaux,Fronsac 2016,23.25,41,3.9
20,Bordeaux,Saint-Émilion Grand Cru 2016,23.5,120,3.8
20,Bordeaux,Saint-Émilion Grand Cru 2018,23.5,48,4.0
20,Bordeaux,Pomerol 2014,23.5,126,4.2
20,Bordeaux,Moulin d'Issan Bordeaux Supérieur 2017,23.55,517,3.9
20,Bordeaux,La Raison d’Hêtre Castillon - Côtes de Bordeaux 2016,23.75,103,3.8
20,Bordeaux,Haut-Médoc 2009,23.9,99,3.7
20,Bordeaux,Haut-Médoc 2010,23.9,149,3.5
20,Bordeaux,Saint-Émilion Grand Cru 2016,23.95,177,3.6
20,Bordeaux,Haut-Médoc 2018,23.95,196,3.8
20,Bordeaux,Graves 2014,23.95,495,3.7
20,Bordeaux,Saint-Émilion Grand Cru 2014,23.95,305,3.6
20,Bordeaux,Haut-Médoc 2016,23.95,342,4.1
20,Bordeaux,Clos l'Hermitage Lalande de Pomerol 2016,23.95,67,3.7
20,Bordeaux,Graves 2015,23.95,422,3.8
20,Bordeaux,Lalande-de-Pomerol 2016,23.95,51,3.9
20,Bordeaux,Les Allées de Cantemerle Haut-Médoc 2015,24.0,564,3.8
20,Bordeaux,La Demoiselle de Sociando-Mallet Haut-Médoc 2017,24.2,226,3.7
20,Bordeaux,Lalande-de-Pomerol 2015,24.5,337,3.9
20,Bordeaux,La Raison d’Hêtre Castillon - Côtes de Bordeaux 2017,24.5,34,3.6
20,Bordeaux,Haut-Médoc 2013,24.5,278,3.7
20,Bordeaux,Fleur de Pédesclaux Pauillac 2018,24.5,131,4.0
20,Bordeaux,Saint-Julien 2015,24.67,687,3.9
20,Bordeaux,Margaux 2017,24.8,67,3.9
20,Bordeaux,Moulin d'Issan Bordeaux Supérieur 2016,24.8,342,3.7
20,Bordeaux,Saint-Émilion Grand Cru 2014,24.9,138,3.8
20,Bordeaux,Réserve Pauillac 2017,24.9,106,3.8
20,Bordeaux,Saint-Émilion Grand Cru 2015,24.95,568,3.9
20,Bordeaux,Moulis 2016,24.95,125,4.0
20,Bordeaux,Canon-Fronsac 2015,24.95,347,4.0
20,Bordeaux,Pomerol 2016,24.95,122,4.2
20,Bordeaux,Saint-Émilion Grand Cru 2016,24.95,192,3.9
20,Bordeaux,Haut-Médoc 2018,24.95,76,4.2
20,Bordeaux,Les Charmes de Grand Corbin Saint-Émilion Grand Cru 2014,24.99,149,3.9
20,Bordeaux,L'Heritage de Chasse-Spleen Haut-Médoc (L'Ermitage de Chasse-Spleen) 2016,25.5,586,4.0
20,Bordeaux,Médoc 2015,25.5,364,3.8
20,Bordeaux,Pessac-Léognan 2016,25.74,679,4.0
20,Bordeaux,Cuvée Les Ormeaux Bordeaux 2016,25.75,102,3.8
20,Bordeaux,Saint-Estèphe (Grand Cru Classé) 2017,25.9,81,4.0
20,Bordeaux,Saint-Émilion Baron Carl 2016,25.9,78,3.7
20,Bordeaux,Saint-Estèphe 2016,25.92,78,3.8
20,Bordeaux,Château Croix-des-Rouzes Pomerol 2016,25.95,67,4.2
20,Bordeaux,Saint-Estèphe 2017,25.95,154,4.0
20,Bordeaux,Les Rocheuses 2018,25.95,165,4.1
20,Bordeaux,Bouquet de Monbrison Margaux 2015,25.95,130,4.1
20,Bordeaux,Castillon - Côtes de Bordeaux 2015,25.95,60,3.8
20,Bordeaux,Lalande-de-Pomerol 2016,25.95,325,3.8
20,Bordeaux,Saint-Émilion Grand Cru 2018,25.95,239,4.2
20,Bordeaux,Pauillac 2014,25.95,421,4.2
20,Bordeaux,Graves 2015,26.0,759,3.7
20,Bordeaux,Pomerol 2016,26.0,56,4.2
20,Bordeaux,Haut-Médoc 2014,26.25,339,3.8
20,Bordeaux,Fronsac 2015,26.5,177,3.9
20,Bordeaux,Fronsac 2016,26.5,194,3.8
20,Bordeaux,Haut-Médoc Giscours 2015,26.75,935,3.8
20,Bordeaux,La Demoiselle de Sociando-Mallet Haut-Médoc 2015,26.75,561,3.8
20,Bordeaux,Zédé de Labégorce (Domaine Zédé) 2012,26.95,47,4.0
20,Bordeaux,Saint-Émilion Grand Cru 2015,26.95,149,4.0
20,Bordeaux,Haut-Médoc 2017,26.95,122,4.1
20,Bordeaux,Listrac-Médoc 2014,27.0,195,4.0
20,Bordeaux,Haut-Médoc 2000,27.85,71,3.6
20,Bordeaux,Moulis-en-Médoc 2014,27.9,114,3.7
20,Bordeaux,Graves 2016,27.95,590,3.8
20,Bordeaux,Saint-Émilion Grand Cru 2015,27.95,149,3.8
20,Bordeaux,Tertio de Montrose Saint-Estèphe 2016,27.95,61,4.1
20,Bordeaux,La Reserve d'Angludet 2012,28.0,216,3.7
20,Bordeaux,Saint-Émilion 2018,28.0,392,3.7
20,Bordeaux,Les Hauts du Tertre Margaux 2014,28.5,339,3.8
20,Bordeaux,Pessac-Léognan 2015,28.5,521,3.8
20,Bordeaux,Baron Nathaniel Pauillac 2016,28.55,407,4.1
20,Bordeaux,Saint-Julien 2013,28.95,191,3.8
20,Bordeaux,Saint-Émilion Grand Cru 2015,28.95,902,4.1
20,Bordeaux,Château la Tour l'Aspic Pauillac 2015,28.95,159,3.8
20,Bordeaux,Pessac-Léognan 2012,28.99,681,3.9
20,Bordeaux,S de Siran Margaux 2016,29.0,70,3.9
20,Bordeaux,Frank Phélan 2015,29.0,457,3.9
20,Bordeaux,Pomerol 2014,29.0,65,3.8
20,Bordeaux,Pessac-Léognan 2018,29.5,49,4.0
20,Bordeaux,Saint-Estèphe 2013,29.5,404,4.1
20,Bordeaux,Les Hauts du Tertre Margaux 2012,29.5,748,3.9
20,Bordeaux,Zédé de Labégorce (Domaine Zédé) 2016,29.5,173,4.1
20,Bordeaux,Saint-Estèphe 2017,29.7,128,3.9
20,Bordeaux,Pessac-Léognan 2014,29.75,487,3.9
20,Bordeaux,Réserve Margaux 2018,29.9,31,4.1
20,Bordeaux,Le Saint-Estephe de Montrose 2015,29.95,421,3.9
20,Bordeaux,Castillon - Côtes de Bordeaux 2016,29.95,713,4.1
20,Bordeaux,Esprit de La Commanderie Pomerol 2015,29.95,103,4.0
20,Bordeaux,Pauillac 2013,29.95,148,4.0
20,Bordeaux,Cuvée Pervenche Castillon - Côtes de Bordeaux 2016,29.95,90,3.8
20,Bordeaux,Margaux 2016,29.95,116,4.3
20,Bordeaux,Saint-Émilion Grand Cru 2016,29.95,98,4.0
20,Bordeaux,Esprit de La Commanderie Pomerol 2014,29.95,48,3.9
20,Bordeaux,Haut-Médoc 2017,29.95,33,4.5
20,Bordeaux,Saint-Émilion Grand Cru (Grand Cru Classé) 2011,29.95,223,4.3
20,Bordeaux,Saint-Estèphe 2016,29.95,162,4.3
20,Bordeaux,Sainte-Radegonde 2017,29.95,237,4.0
20,Bordeaux,Pavillon de Léoville Poyferré Saint-Julien 2016,29.95,252,4.0
20,Bordeaux,Echo de Lynch-Bages Pauillac 2011,30.0,1051,3.8
20,Bordeaux,Saint-Julien 2012,30.1,365,3.9
20,Bordeaux,Listrac-Médoc 2017,30.25,56,3.9
20,Bordeaux,Baron de Brane Margaux 2015,30.32,283,4.0
20,Bordeaux,Listrac-Médoc 2015,30.5,675,4.1
20,Bordeaux,Listrac-Médoc 2011,30.9,830,3.9
20,Bordeaux,Labastide Dauzac Margaux 2016,30.9,313,3.9
20,Bordeaux,Margaux 2012,30.94,122,3.9
20,Bordeaux,Margaux 2017,31.0,307,4.0
20,Bordeaux,Haut-Médoc 2007,31.18,1144,3.8
20,Bordeaux,Haut-Médoc 2011,31.18,1151,3.7
20,Bordeaux,Baron de Brane Margaux 2014,31.27,285,3.9
20,Bordeaux,Margaux 2018,31.5,192,4.1
20,Bordeaux,Saint-Estèphe 2014,31.5,336,3.9
20,Bordeaux,La Sirène de Giscours Margaux 2018,31.92,59,4.0
20,Bordeaux,Saint-Émilion Grand Cru 2017,31.95,87,4.3
20,Bordeaux,Saint-Émilion Grand Cru 2015,31.95,844,3.9
20,Bordeaux,Confidences de Prieuré-Lichine Margaux 2015,32.0,892,4.0
20,Bordeaux,Montagne-Saint-Émilion 2016,32.4,209,4.0
20,Bordeaux,Listrac-Médoc 2016,32.5,331,4.0
20,Bordeaux,Saint-Estèphe 2013,32.5,322,3.9
20,Bordeaux,Saint-Julien 2016,32.75,301,4.0
20,Bordeaux,Saint-Julien 2016,32.75,332,4.0
20,Bordeaux,L'Excellence du Clos des Menuts Saint-Emilion Grand Cru 2016,32.95,31,4.4
20,Bordeaux,Saint-Estèphe 2018,32.95,95,4.0
20,Bordeaux,Margaux 2017,32.99,49,4.1
20,Bordeaux,Haut-Médoc (Grand Cru Classé) 2014,33.0,1384,3.8
20,Bordeaux,Emilien 2015,33.25,1324,4.0
20,Bordeaux,Saint-Estèphe 2017,33.5,160,3.9
20,Bordeaux,Moulis 2018,33.5,27,4.5
20,Bordeaux,Les Angelots Saint-Émilion Grand Cru 2015,33.5,125,4.3
20,Bordeaux,Margaux 2014,33.5,591,3.9
20,Bordeaux,Pessac-Léognan 2015,33.75,291,4.1
20,Bordeaux,Pauillac 2016,33.95,69,3.7
20,Bordeaux,Saint-Estèphe 2017,34.0,100,4.1
20,Bordeaux,Pomerol 2018,34.5,58,4.0
20,Bordeaux,Margaux 2016,34.5,782,4.1
20,Bordeaux,Héritage Marc Pagès Médoc 2016,34.5,26,4.1
20,Bordeaux,Haut-Médoc (Grand Cru Classé) 2012,34.5,2097,3.9
20,Bordeaux,Le Benjamin de Beauregard Pomerol 2016,34.57,181,4.0
20,Bordeaux,Médoc 2016,34.95,170,4.0
20,Bordeaux,L'Esprit de Chevalier Pessac-Léognan 2018,34.95,48,4.0
20,Bordeaux,Médoc 2015,34.95,219,3.9
20,Bordeaux,Pomerol 2015,34.95,463,4.3
20,Bordeaux,L'Esprit de Chevalier Pessac-Léognan 2015,34.95,518,4.1
20,Bordeaux,Pessac-Léognan 2016,35.0,209,4.0
20,Bordeaux,Listrac-Médoc 2005,35.0,92,4.0
20,Bordeaux,Saint-Émilion Grand Cru 2016,35.0,601,4.1
20,Bordeaux,Saint-Estèphe 2015,35.0,734,4.0
20,Bordeaux,Margaux 2013,35.25,488,4.1
20,Bordeaux,Montagne-Saint-Émilion 2014,35.25,294,3.5
20,Bordeaux,Bordeaux 2016,35.25,106,4.3
20,Bordeaux,Saint-Estèphe 2015,35.25,223,4.0
20,Bordeaux,Bordeaux 2015,35.25,113,4.2
20,Bordeaux,La Closerie de Fourtet Saint-Emilion Grand Cru 2014,35.75,70,4.0
20,Bordeaux,Marquis de Calon Saint-Estèphe 2014,35.75,1517,3.9
20,Bordeaux,Côtes de Castillon 2010,35.95,73,3.7
20,Bordeaux,Saint-Estèphe 2011,35.95,1194,3.9
20,Bordeaux,Castillon - Côtes de Bordeaux 2016,35.95,322,4.4
20,Bordeaux,Les Hauts du Tertre Margaux 2015,35.99,289,3.9
20,Bordeaux,Saint-Émilion Grand Cru 2016,36.0,41,4.3
20,Bordeaux,Les Fiefs de Lagrange Saint-Julien 2014,36.0,1166,3.7
20,Bordeaux,Pomerol 2015,36.5,28,4.4
20,Bordeaux,Haut-Médoc (Grand Cru Classé) 2012,36.5,1341,3.8
20,Bordeaux,Les Fiefs de Lagrange Saint-Julien 2015,36.75,1355,3.9
20,Bordeaux,Fleur de Pédesclaux Pauillac 2016,36.95,185,3.9
20,Bordeaux,Haut de Poujeaux Haut-Médoc 2012,36.95,43,3.5
